source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
P06307,P32238,True,False,True,True,False,31,Baccin2019:10368033;Baccin2019:10400673;Baccin2019:10595537;Baccin2019:11300760;Baccin2019:9006937;Baccin2019:9603948;CellTalkDB:10368033;Cellinker:10368033;Cellinker:10400673;Cellinker:10595537;Cellinker:11300760;Cellinker:9006937;Cellinker:9603948;HPRD:10400673;HPRD:10595537;HPRD:11300760;HPRD:9006937;HPRD:9603948;LRdb:10368033;LRdb:10400673;LRdb:10595537;LRdb:11300760;LRdb:9006937;LRdb:9603948;SIGNOR:10368033;connectomeDB2020:10368033;connectomeDB2020:10400673;connectomeDB2020:10595537;connectomeDB2020:11300760;connectomeDB2020:9006937;connectomeDB2020:9603948,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10368033;10400673;10595537;11300760;9006937;9603948,6,26,17,ligand,ligand,,generic,functional,resource_specific,P06307,CCK,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32238,CCKAR,protein,18,False,True,False,True,False
P01350,P07098,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01350,GAST,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P07098,LIPF,protein,1,False,True,True,False,False
O15467,Q9H3N8,True,False,True,True,False,8,CellTalkDB:15265943;Cellinker:15265943;Guide2Pharma:15265943;HPRD:15265943;ICELLNET:15265943;LRdb:15265943;connectomeDB2020:15265943;scConnect:15265943,CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr,post_translational,15265943,1,19,12,ligand,ligand,,generic,functional,resource_specific,O15467,CCL16,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9H3N8,HRH4,protein,16,False,True,False,True,False
O15263,P08246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O15263,DEFB4B,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P08246,ELANE,protein,1,False,True,True,False,False
P07996,P08246,False,True,True,False,True,1,HPRD:8463250,HPRD;Wang,post_translational,8463250,1,2,2,ligand,ligand,,generic,functional,resource_specific,P07996,THBS1,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P08246,ELANE,protein,1,False,True,True,False,False
P02776,P08246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P02776,PF4,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P08246,ELANE,protein,1,False,True,True,False,False
Q8WTQ1,P08246,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q8WTQ1,DEFB104A,protein,1,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P08246,ELANE,protein,1,False,True,True,False,False
P32971,P28908,True,False,True,True,False,13,Baccin2019:11754357;Baccin2019:8391931;CellTalkDB:8391931;Cellinker:11754357;Cellinker:8391931;DIP:10768840;HPMR:8391931;HPRD:11754357;ICELLNET:11239407;LRdb:118;LRdb:8391931;connectomeDB2020:11754357;connectomeDB2020:8391931,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10768840;11239407;11754357;118;8391931,5,34,20,ligand,ligand,,generic,functional,resource_specific,P32971,TNFSF8,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P28908,TNFRSF8,protein,19,False,True,False,True,False
O43508,P28908,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;UniProt_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,O43508,TNFSF12,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P28908,TNFRSF8,protein,19,False,True,False,True,False
Q99969,Q99788,True,False,True,True,False,34,Baccin2019:14530373;Baccin2019:14675762;Baccin2019:14701797;Baccin2019:18165312;Baccin2019:23396314;CellChatDB:24671882;CellTalkDB:14675762;Cellinker:14530373;Cellinker:14675762;Cellinker:14701797;Cellinker:18165312;Cellinker:23396314;Cellinker:24671882;Guide2Pharma:14530373;Guide2Pharma:14701797;Guide2Pharma:18165312;Guide2Pharma:23396314;HPMR:14675762;HPMR:14701797;LRdb:14530373;LRdb:14675762;LRdb:14701797;LRdb:18165312;LRdb:23396314;connectomeDB2020:14530373;connectomeDB2020:14675762;connectomeDB2020:14701797;connectomeDB2020:18165312;connectomeDB2020:23396314;scConnect:14530373;scConnect:14701797;scConnect:18165312;scConnect:23396314;scConnect:25437209,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,14530373;14675762;14701797;18165312;23396314;24671882;25437209,7,25,15,ligand,ligand,,generic,functional,resource_specific,Q99969,RARRES2,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q99788,CMKLR1,protein,17,False,True,False,True,False
Q9UBD9,O75462,True,False,True,True,False,5,CellTalkDB:10966616;HPMR:10966616;HPRD:10966616;LRdb:10966616;connectomeDB2020:10966616,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10966616,1,16,10,ligand,ligand,,generic,functional,resource_specific,Q9UBD9,CLCF1,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,O75462,CRLF1,protein,12,False,True,True,True,False
Q9UBD9,COMPLEX:P26992_P40189_P42702,False,False,False,False,False,0,,CellChatDB;CellPhoneDB,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,Q9UBD9,CLCF1,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P26992_P40189_P42702,COMPLEX:CNTFR_IL6ST_LIFR,complex,18,False,True,False,True,False
COMPLEX:O75462_Q9UBD9,COMPLEX:P26992_P40189_P42702,False,False,False,False,False,3,Cellinker:10966616;Cellinker:11285233;Cellinker:11294841,Cellinker;HPMR_Cellinker,post_translational,10966616;11285233;11294841,3,2,1,ligand,ligand,,generic,functional,resource_specific,COMPLEX:O75462_Q9UBD9,COMPLEX:CLCF1_CRLF1,complex,7,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P26992_P40189_P42702,COMPLEX:CNTFR_IL6ST_LIFR,complex,18,False,True,False,True,False
P06850,Q13324,True,False,True,True,False,14,CellTalkDB:11123370;Cellinker:11123370;Cellinker:8243338;Cellinker:8536644;Guide2Pharma:11123370;HPMR:8536644;HPRD:8243338;LRdb:11123370;LRdb:8243338;LRdb:8536644;connectomeDB2020:11123370;connectomeDB2020:8243338;connectomeDB2020:8536644;scConnect:11123370,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,11123370;8243338;8536644,3,30,18,ligand,ligand,,generic,functional,resource_specific,P06850,CRH,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q13324,CRHR2,protein,19,False,True,True,True,False
P55089,Q13324,True,False,True,True,False,32,Baccin2019:10816663;Baccin2019:11123370;Baccin2019:11416224;Baccin2019:15450949;Baccin2019:8612563;Baccin2019:9423932;CellTalkDB:15450949;Cellinker:10816663;Cellinker:11123370;Cellinker:11416224;Cellinker:15450949;Cellinker:8612563;Cellinker:9423932;Guide2Pharma:11123370;Guide2Pharma:15450949;HPRD:11416224;HPRD:8612563;HPRD:9423932;LRdb:10816663;LRdb:11123370;LRdb:11416224;LRdb:15450949;LRdb:8612563;LRdb:9423932;connectomeDB2020:10816663;connectomeDB2020:11123370;connectomeDB2020:11416224;connectomeDB2020:15450949;connectomeDB2020:8612563;connectomeDB2020:9423932;scConnect:11123370;scConnect:15450949,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10816663;11123370;11416224;15450949;8612563;9423932,6,25,14,ligand,ligand,,generic,functional,resource_specific,P55089,UCN,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q13324,CRHR2,protein,19,False,True,True,True,False
Q96RP3,Q13324,True,False,True,True,False,21,Baccin2019:11226328;Baccin2019:11329063;Baccin2019:11416224;Baccin2019:15450949;CellTalkDB:11329063;Cellinker:11226328;Cellinker:11329063;Cellinker:11416224;Cellinker:15450949;Guide2Pharma:15450949;HPRD:11226328;HPRD:11416224;LRdb:11226328;LRdb:11329063;LRdb:11416224;LRdb:15450949;connectomeDB2020:11226328;connectomeDB2020:11329063;connectomeDB2020:11416224;connectomeDB2020:15450949;scConnect:15450949,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,11226328;11329063;11416224;15450949,4,26,15,ligand,ligand,,generic,functional,resource_specific,Q96RP3,UCN2,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q13324,CRHR2,protein,19,False,True,True,True,False
Q969E3,Q13324,True,False,True,True,False,17,Baccin2019:11329063;Baccin2019:11416224;Baccin2019:15450949;CellTalkDB:11329063;Cellinker:11329063;Cellinker:11416224;Cellinker:15450949;Guide2Pharma:15450949;HPRD:11329063;HPRD:11416224;LRdb:11329063;LRdb:11416224;LRdb:15450949;connectomeDB2020:11329063;connectomeDB2020:11416224;connectomeDB2020:15450949;scConnect:15450949,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,11329063;11416224;15450949,3,25,14,ligand,ligand,,generic,functional,resource_specific,Q969E3,UCN3,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q13324,CRHR2,protein,19,False,True,True,True,False
P06850,Q01718,True,False,True,True,False,0,,Baccin2019;CellTalkDB;Fantom5_LRdb;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;iTALK;scConnect;talklr,post_translational,,,12,8,ligand,ligand,,generic,functional,resource_specific,P06850,CRH,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q01718,MC2R,protein,17,False,True,False,True,False
P01189,Q01718,True,False,True,True,False,10,Baccin2019:905837412213892;CellTalkDB:9058374;Cellinker:12213892;Cellinker:9058374;HPMR:9058374;HPRD:12213892;LRdb:122;LRdb:9058374;connectomeDB2020:12213892;connectomeDB2020:9058374,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,122;12213892;9058374;905837412213892,4,23,14,ligand,ligand,,generic,functional,resource_specific,P01189,POMC,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q01718,MC2R,protein,17,False,True,False,True,False
P10145,Q9HBW0,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10145,CXCL8,protein,17,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9HBW0,LPAR2,protein,15,False,True,False,True,False
P08519,Q9HBW0,True,False,True,True,False,1,CellTalkDB:25849892,CellTalkDB;Wang,post_translational,25849892,1,2,2,ligand,ligand,,generic,functional,resource_specific,P08519,LPA,protein,7,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9HBW0,LPAR2,protein,15,False,True,False,True,False
O95150,Q93038,True,False,True,True,False,10,CellTalkDB:11911831;Cellinker:11911831;DIP:21300286;HPMR:11911831;HPRD:11911831;ICELLNET:11239407;InnateDB:20403353;LRdb:11911831;SIGNOR:14585074;connectomeDB2020:11911831,CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,11239407;11911831;14585074;20403353;21300286,5,30,18,ligand,ligand,,generic,functional,resource_specific,O95150,TNFSF15,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q93038,TNFRSF25,protein,16,False,True,True,True,False
O43508,Q93038,False,False,False,False,False,5,CellTalkDB:11094155;Cellinker:11094155;HPRD:11094155;LRdb:11094155;NetPath:11094155,CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;NetPath;Ramilowski2015;UniProt_LRdb;Wang;iTALK;talklr,post_translational,11094155,1,17,10,ligand,ligand,,generic,functional,resource_specific,O43508,TNFSF12,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q93038,TNFRSF25,protein,16,False,True,True,True,False
P01189,P41145,True,False,True,True,False,19,Baccin2019:7624359;Baccin2019:8624732;Baccin2019:9686407;CellTalkDB:8624732;Cellinker:7624359;Cellinker:8624732;Cellinker:9686407;Guide2Pharma:7624359;Guide2Pharma:9686407;HPMR:8624732;LRdb:7624359;LRdb:8624732;LRdb:9686407;SIGNOR:9686407;connectomeDB2020:7624359;connectomeDB2020:8624732;connectomeDB2020:9686407;scConnect:7624359;scConnect:9686407,Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,7624359;8624732;9686407,3,24,15,ligand,ligand,,generic,functional,resource_specific,P01189,POMC,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P41145,OPRK1,protein,17,False,True,False,True,False
P01213,P41145,True,False,True,True,False,38,Baccin2019:1967312;Baccin2019:7624359;Baccin2019:7869844;Baccin2019:8170987;Baccin2019:9262330;Baccin2019:9686407;CellTalkDB:7869844;Cellinker:17503481;Cellinker:1967312;Cellinker:7624359;Cellinker:7869844;Cellinker:8170987;Cellinker:9262330;Cellinker:9686407;Guide2Pharma:1967312;Guide2Pharma:7624359;Guide2Pharma:7869844;Guide2Pharma:9262330;Guide2Pharma:9686407;LRdb:1967312;LRdb:7624359;LRdb:7869844;LRdb:8170987;LRdb:9262330;LRdb:9686407;SIGNOR:9262330;SIGNOR:9686407;connectomeDB2020:1967312;connectomeDB2020:7624359;connectomeDB2020:7869844;connectomeDB2020:8170987;connectomeDB2020:9262330;connectomeDB2020:9686407;scConnect:1967312;scConnect:7624359;scConnect:7869844;scConnect:9262330;scConnect:9686407,Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,17503481;1967312;7624359;7869844;8170987;9262330;9686407,7,23,14,ligand,ligand,,generic,functional,resource_specific,P01213,PDYN,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P41145,OPRK1,protein,17,False,True,False,True,False
P01210,P41145,True,False,True,True,False,2,CA1:15082510;CellTalkDB:32196115,CA1;CellChatDB;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,post_translational,15082510;32196115,2,10,8,ligand,ligand,,generic,functional,resource_specific,P01210,PENK,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P41145,OPRK1,protein,17,False,True,False,True,False
P01189,Q01726,True,False,True,True,False,27,Baccin2019:10942578;Baccin2019:11041375;Baccin2019:12007532;Baccin2019:1516719;Baccin2019:7774675;CellTalkDB:10942578;Cellinker:10942578;Cellinker:11041375;Cellinker:12007532;Cellinker:1516719;Cellinker:7774675;Guide2Pharma:12007532;HPRD:10942578;HPRD:11041375;LRdb:10942578;LRdb:11041375;LRdb:12007532;LRdb:1516719;LRdb:7774675;SIGNOR:19656324;connectomeDB2020:10942578;connectomeDB2020:11041375;connectomeDB2020:12007532;connectomeDB2020:1516719;connectomeDB2020:7774675;scConnect:12007532;scConnect:7774675,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10942578;11041375;12007532;1516719;19656324;7774675,6,27,16,ligand,ligand,,generic,functional,resource_specific,P01189,POMC,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q01726,MC1R,protein,17,False,True,False,True,False
O00253,Q01726,True,False,True,True,False,1,Cellinker:14535656,Cellinker;Wang,post_translational,14535656,1,2,2,ligand,ligand,,generic,functional,resource_specific,O00253,AGRP,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q01726,MC1R,protein,17,False,True,False,True,False
P01189,P41968,True,False,True,True,False,20,Baccin2019:10358030;Baccin2019:10493100;Baccin2019:7774675;CellChatDB:11024027;CellTalkDB:10358030;Cellinker:10358030;Cellinker:10493100;Cellinker:7774675;Guide2Pharma:10358030;Guide2Pharma:10493100;LRdb:10358030;LRdb:10493100;LRdb:7774675;SIGNOR:17702843;connectomeDB2020:10358030;connectomeDB2020:10493100;connectomeDB2020:7774675;scConnect:10358030;scConnect:10493100;scConnect:7774675,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10358030;10493100;11024027;17702843;7774675,5,22,15,ligand,ligand,,generic,functional,resource_specific,P01189,POMC,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P41968,MC3R,protein,17,False,True,False,True,False
O00253,P41968,True,True,True,False,True,23,Baccin2019:11747427;Baccin2019:9311920;Baccin2019:9819197;Baccin2019:9893984;CellTalkDB:9311920;Cellinker:11747427;Cellinker:9311920;Cellinker:9819197;Cellinker:9893984;Guide2Pharma:9819197;HPRD:11747427;HPRD:9893984;LRdb:11747427;LRdb:9311920;LRdb:9819197;LRdb:9893984;SIGNOR:10318826;SIGNOR:9311920;connectomeDB2020:11747427;connectomeDB2020:9311920;connectomeDB2020:9819197;connectomeDB2020:9893984;scConnect:9819197,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10318826;11747427;9311920;9819197;9893984,5,26,14,ligand,ligand,,generic,functional,resource_specific,O00253,AGRP,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P41968,MC3R,protein,17,False,True,False,True,False
